Название;Цена;Город;Дата размещения;Ссылка на фото;Ссылка на страницу
iPhone X 64 gb;30 000 ;Самарская область, Самара;27 июня 15:58;https://99.img.avito.st/208x156/8836963699.jpg;https://www.avito.ru/rossiya/samara/telefony/iphone_x_64_gb_1972395576?slocation=621540
iPhone X, 256 GB, космос;31 999 ;Московская область, Раменский г.о., Раменское;24 июня 12:09;https://74.img.avito.st/208x156/8819908674.jpg;https://www.avito.ru/rossiya/ramenskoe/telefony/iphone_x_256_gb_kosmos_1941375837?slocation=621540
iPhone 7 8 6s X 6 plus 5s SE Магазин Рассрочка;  ;Ростовская область, Ростов-на-Дону;3 июля 19:06;https://63.img.avito.st/208x156/4833046763.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_7_8_6s_x_6_plus_5s_se_magazin_rassrochka_876116393
Защитное стекло iPhone X;200 ;Краснодарский край, Краснодар;2 июля 13:17;https://46.img.avito.st/208x156/4306824846.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/zaschitnoe_steklo_iphone_x_1660518281?slocation=621540
Чехол iPhone X;100 ;Чувашская Республика, Чебоксары;1 июля 20:13;https://90.img.avito.st/208x156/7958850390.jpg;https://www.avito.ru/rossiya/cheboksary/telefony/chehol_iphone_x_1860878827?slocation=621540
Задняя крышка Apple iPhone X;140 ;Санкт-Петербург;5 июля 12:15;https://58.img.avito.st/208x156/6271848958.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/zadnyaya_kryshka_apple_iphone_x_1844273812
Чехол для iPhone X;100 ;Санкт-Петербург;2 июля 18:08;https://93.img.avito.st/208x156/8224702593.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_dlya_iphone_x_1905425901?slocation=621540
Дисплей iPhone X oled;4 000 ;Краснодарский край, Краснодар;26 июня 23:13;https://22.img.avito.st/208x156/8834093722.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/displey_iphone_x_oled_1954889950
iPhone X 64gb без Face ID новый;27 900 ;Московская область, Пушкинский г.о., Пушкино;27 июня 12:47;https://12.img.avito.st/208x156/8835985312.jpg;https://www.avito.ru/rossiya/pushkino/telefony/iphone_x_64gb_bez_face_id_novyy_1961257233?slocation=621540
iPhone X 10;33 990 ;Новосибирская область, Новосибирск;24 июня 12:20;https://66.img.avito.st/208x156/8499164966.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/iphone_x_10_1908013316?slocation=621540
Чехол для iPhone x;100 ;Московская область, Одинцовский г.о., с. Успенское;2 июля 14:23;https://05.img.avito.st/208x156/8700743805.jpg;https://www.avito.ru/rossiya/gorki-10/telefony/chehol_dlya_iphone_x_1925464759
Дисплей iPhone X оригинал;14 000 ;Новосибирская область, Новосибирск;25 июня 21:20;https://94.img.avito.st/208x156/5161074194.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/displey_iphone_x_original_1653563396
iPhone X 256гб Новый оригинал;39 100 ;Московская область, Мытищи;30 июня 21:43;https://96.img.avito.st/208x156/8854728296.jpg;https://www.avito.ru/rossiya/mytischi/telefony/iphone_x_256gb_novyy_original_1951293552
Чехол с фото / с именем iPhone X;500 ;Республика Татарстан, Казань;5 июля 11:53;https://79.img.avito.st/208x156/4851353479.jpg;https://www.avito.ru/rossiya/kazan/telefony/chehol_s_foto_s_imenem_iphone_x_503948362?slocation=621540
iPhone X;38 000 ;Москва;25 июня 13:45;https://18.img.avito.st/208x156/8202293318.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1875248455
Чехол для iPhone X;1 790 ;Санкт-Петербург;4 июля 14:56;https://99.img.avito.st/208x156/8874023299.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_dlya_iphone_x_1981451583?slocation=621540
Чехол iPhone X;100 ;Москва;3 июля 18:43;https://47.img.avito.st/208x156/8073734847.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1883160093
iPhone X 64;40 000 ;Волгоградская область, Волгоград;23 июня 19:43;https://16.img.avito.st/208x156/6241623616.jpg;https://www.avito.ru/rossiya/volgograd/telefony/iphone_x_64_1796874616
iPhone X оригинал;34 999 ;Краснодарский край, Сочи;26 июня 21:06;https://61.img.avito.st/208x156/8140715361.jpg;https://www.avito.ru/rossiya/sochi/telefony/iphone_x_original_1855619717
iPhone X;25 990 ;Краснодарский край, Краснодар;25 июня 09:12;https://99.img.avito.st/208x156/8824397999.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1948112135?slocation=621540
Чехол на айфон 5 SE 6(s) 6+ 7(s) 8(s) 10 11 X XR;185 ;Кировская область, Киров;3 июля 19:21;https://99.img.avito.st/208x156/8232281199.jpg;https://www.avito.ru/rossiya/kirovskaya_oblast_kirov/telefony/chehol_na_ayfon_5_se_6s_6_7s_8s_10_11_x_xr_1861120832?slocation=621540
Профессиональный ремонт телефонов скупка б/у телеф;  ;Чеченская Республика, Грозный;5 июля 18:35;https://28.img.avito.st/208x156/4397206628.jpg;https://www.avito.ru/rossiya/groznyy/predlozheniya_uslug/professionalnyy_remont_telefonov_skupka_bu_telef_1423358031
iPhone 4s/5, 5s/SE, 6/6s, 6+/6s+, 7/7+;6 900 ;Иркутская область, Иркутск;5 июля 10:28;https://55.img.avito.st/208x156/5092286655.jpg;https://www.avito.ru/rossiya/irkutsk/telefony/iphone_4s5_5sse_66s_66s_77_1349359132?slocation=621540
Игровой intel Core i7 (X3450) X8 / RX560 (GTX1050;16 999 ;Курганская область, Курган;3 июля 11:06;https://31.img.avito.st/208x156/8866643231.jpg;https://www.avito.ru/rossiya/kurgan/nastolnye_kompyutery/igrovoy_intel_core_i7_x3450_x8_rx560_gtx1050_1966895876
iPhone X 64gb без Face ID новый;27 900 ;Московская область, Пушкинский г.о., Пушкино;27 июня 12:47;https://12.img.avito.st/208x156/8835985312.jpg;https://www.avito.ru/rossiya/pushkino/telefony/iphone_x_64gb_bez_face_id_novyy_1961257233?slocation=621540
iPhone X 10;33 990 ;Новосибирская область, Новосибирск;24 июня 12:20;https://66.img.avito.st/208x156/8499164966.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/iphone_x_10_1908013316?slocation=621540
Чехол для iPhone x;100 ;Московская область, Одинцовский г.о., с. Успенское;2 июля 14:23;https://05.img.avito.st/208x156/8700743805.jpg;https://www.avito.ru/rossiya/gorki-10/telefony/chehol_dlya_iphone_x_1925464759
Дисплей iPhone X оригинал;14 000 ;Новосибирская область, Новосибирск;25 июня 21:20;https://94.img.avito.st/208x156/5161074194.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/displey_iphone_x_original_1653563396
iPhone X 256гб Новый оригинал;39 100 ;Московская область, Мытищи;30 июня 21:43;https://96.img.avito.st/208x156/8854728296.jpg;https://www.avito.ru/rossiya/mytischi/telefony/iphone_x_256gb_novyy_original_1951293552
Чехол с фото / с именем iPhone X;500 ;Республика Татарстан, Казань;5 июля 11:53;https://79.img.avito.st/208x156/4851353479.jpg;https://www.avito.ru/rossiya/kazan/telefony/chehol_s_foto_s_imenem_iphone_x_503948362?slocation=621540
iPhone X;38 000 ;Москва;25 июня 13:45;https://18.img.avito.st/208x156/8202293318.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1875248455
Чехол для iPhone X;1 790 ;Санкт-Петербург;4 июля 14:56;https://99.img.avito.st/208x156/8874023299.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_dlya_iphone_x_1981451583?slocation=621540
Чехол iPhone X;100 ;Москва;3 июля 18:43;https://47.img.avito.st/208x156/8073734847.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1883160093
iPhone X 64;40 000 ;Волгоградская область, Волгоград;23 июня 19:43;https://16.img.avito.st/208x156/6241623616.jpg;https://www.avito.ru/rossiya/volgograd/telefony/iphone_x_64_1796874616
iPhone X оригинал;34 999 ;Краснодарский край, Сочи;26 июня 21:06;https://61.img.avito.st/208x156/8140715361.jpg;https://www.avito.ru/rossiya/sochi/telefony/iphone_x_original_1855619717
iPhone X;25 990 ;Краснодарский край, Краснодар;25 июня 09:12;https://99.img.avito.st/208x156/8824397999.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1948112135?slocation=621540
Чехол на айфон 5 SE 6(s) 6+ 7(s) 8(s) 10 11 X XR;185 ;Кировская область, Киров;3 июля 19:21;https://99.img.avito.st/208x156/8232281199.jpg;https://www.avito.ru/rossiya/kirovskaya_oblast_kirov/telefony/chehol_na_ayfon_5_se_6s_6_7s_8s_10_11_x_xr_1861120832?slocation=621540
iPhone X / iPhone Xs Чехлы,2D и 5D стекла;100 ;Тюменская область, Тюмень;29 июня 09:52;https://11.img.avito.st/208x156/5113497611.jpg;https://www.avito.ru/rossiya/tyumen/telefony/iphone_x_iphone_xs_chehly2d_i_5d_stekla_1134372240?slocation=621540
Чехлы на iPhone X/XS;100 ;Самарская область, Тольятти;4 июля 23:08;https://79.img.avito.st/208x156/5894878379.jpg;https://www.avito.ru/rossiya/tolyatti/telefony/chehly_na_iphone_xxs_1784177908?slocation=621540
iPhone 7 jet black 128gb обмен на iPhone X;24 000 ;Москва;25 июня 01:00;https://71.img.avito.st/208x156/5839136371.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_7_jet_black_128gb_obmen_na_iphone_x_1787111141?slocation=621540
iPhone X новый.Неактивированный;42 990 ;Ростовская область, Ростов-на-Дону;26 июня 10:35;https://02.img.avito.st/208x156/7948675702.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_x_novyy.neaktivirovannyy_1853200003?slocation=621540
Айфон 10x;35 000 ;Республика Крым, Симферопольский р-н, Родниковское сельское поселение, с. Родниково;3 июля 18:52;https://92.img.avito.st/208x156/8708941592.jpg;https://www.avito.ru/rossiya/gvardeyskoe/telefony/ayfon_10x_1928372552
iPhone X;33 500 ;Московская область, Люберцы;28 июня 17:09;https://86.img.avito.st/208x156/8354519586.jpg;https://www.avito.ru/rossiya/lyubertsy/telefony/iphone_x_1894010261
Чехол для iPhone 10 или XS;200 ;Санкт-Петербург;4 июля 16:04;https://13.img.avito.st/208x156/8713793113.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_dlya_iphone_10_ili_xs_1939197183?slocation=621540
Чехол iPhone X Xs;250 ;Кемеровская область, Новокузнецкий г.о., Новокузнецк;1 июля 05:09;https://34.img.avito.st/208x156/8855537434.jpg;https://www.avito.ru/rossiya/novokuznetsk/telefony/chehol_iphone_x_xs_1766247181?slocation=621540
Защитное стекло iPhone X, оригинальные;1 000 ;Московская область, Люберцы;4 июля 23:21;https://49.img.avito.st/208x156/8876125749.jpg;https://www.avito.ru/rossiya/lyubertsy/telefony/zaschitnoe_steklo_iphone_x_originalnye_1964763818
Чехол айфон 10-10s;100 ;Иркутская область, Иркутск;2 июля 17:00;https://83.img.avito.st/208x156/7860202183.jpg;https://www.avito.ru/rossiya/irkutsk/telefony/chehol_ayfon_10-10s_1827335314
Телефон. iPhone x;38 000 ;Республика Карелия, Петрозаводский г.о., Петрозаводск;30 июня 17:45;https://14.img.avito.st/208x156/8219910314.jpg;https://www.avito.ru/rossiya/petrozavodsk/telefony/telefon._iphone_x_1889068194
Стекло iPhone X;1 190 ;Санкт-Петербург;3 июля 14:00;https://72.img.avito.st/208x156/4347041372.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/steklo_iphone_x_1161759303
Чехол iPhone X;990 ;Москва;29 июня 22:38;https://44.img.avito.st/208x156/6180134544.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1801755734?slocation=621540
iPhone X 64 Gb белый;36 000 ;Удмуртская Республика, Ижевск;28 июня 20:34;https://89.img.avito.st/208x156/6136315189.jpg;https://www.avito.ru/rossiya/izhevsk/telefony/iphone_x_64_gb_belyy_1799705513
Ремонт iPhone любой сложности Пайка Выезд;900 ;Москва;5 июля 12:15;https://87.img.avito.st/208x156/8877652987.jpg;https://www.avito.ru/rossiya/moskva/predlozheniya_uslug/remont_iphone_lyuboy_slozhnosti_payka_vyezd_1980411999
iPhone X на 64Гб;30 000 ;Самарская область, Самара;24 июня 10:47;https://75.img.avito.st/208x156/8819436775.jpg;https://www.avito.ru/rossiya/samara/telefony/iphone_x_na_64gb_1939360329?slocation=621540
Запчасти для iPhone X;1 500 ;Республика Дагестан, Махачкала;29 июня 10:47;https://95.img.avito.st/208x156/6403512095.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/zapchasti_dlya_iphone_x_1851409247
Чехлы iPhone X (комплект);1 000 ;Московская область, Долгопрудный;1 июля 10:17;https://07.img.avito.st/208x156/8513847807.jpg;https://www.avito.ru/rossiya/dolgoprudnyy/telefony/chehly_iphone_x_komplekt_1912834969?slocation=621540
iPhone X 64GB/256GB в рассрочку.гарантия 1 год;44 999 ;Республика Татарстан, Казань;24 июня 16:22;https://25.img.avito.st/208x156/4311169125.jpg;https://www.avito.ru/rossiya/kazan/telefony/iphone_x_64gb256gb_v_rassrochku.garantiya_1_god_1108178587?slocation=621540
Ремонт Айфон (iPhone) - с бесплатным выездом;555 ;Краснодарский край, Краснодар;28 июня 12:54;https://98.img.avito.st/208x156/6130426698.jpg;https://www.avito.ru/rossiya/krasnodar/predlozheniya_uslug/remont_ayfon_iphone_-_s_besplatnym_vyezdom_1818246396
Айфон 10 оригинал гарантия;29 900 ;Москва;26 июня 09:47;https://55.img.avito.st/208x156/8733400755.jpg;https://www.avito.ru/rossiya/moskva/telefony/ayfon_10_original_garantiya_1923449217
iPhone X;32 990 ;Москва;23 июня 21:37;https://21.img.avito.st/208x156/8818650521.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1933859542
Айфон 10 оригинал 64 Gb;29 970 ;Москва;27 июня 07:39;https://20.img.avito.st/208x156/8665267420.jpg;https://www.avito.ru/rossiya/moskva/telefony/ayfon_10_original_64_gb_1923460525
iPhone X Оригинал,Новый,Гарантия;32 990 ;Саратовская область, Саратов;29 июня 17:06;https://16.img.avito.st/208x156/8678648416.jpg;https://www.avito.ru/rossiya/saratov/telefony/iphone_x_originalnovyygarantiya_1947388256?slocation=621540
iPhone X Silver 256gb original;38 490 ;Калининградская область, Калининград;27 июня 12:12;https://22.img.avito.st/208x156/8102740622.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/iphone_x_silver_256gb_original_1855206021?slocation=621540
Черный iPhone X 64 гб (space gray);35 990 ;Ульяновская область, Ульяновск;2 июля 09:16;https://30.img.avito.st/208x156/5490068530.jpg;https://www.avito.ru/rossiya/ulyanovsk/telefony/chernyy_iphone_x_64_gb_space_gray_887285577?slocation=621540
